game,n_rule_lines,rule_late,rule_random,rule_rigid,rule_dir_horizontal,rule_dir_vertical,rule_dir_fixed,rule_grouped,cell_no,cell_stationary,cell_moving,cell_perpendicular,cell_parallel,cell_orthogonal,cell_randomdir,cell_random,cell_action,cell_ellipsis,cell_arrows,cmd_win,cmd_cancel,cmd_restart,cmd_again,cmd_checkpoint,cmd_message,cmd_sfx,rule_multicell_max,rule_multipattern,startloop,pre_run_rules_on_level_start,pre_noaction,pre_norepeat_action,pre_throttle_movement,pre_noundo,pre_norestart,pre_realtime_interval,pre_zoomscreen,pre_flickscreen,pre_require_player_movement,n_messages,legend_or,legend_and,n_sounds,n_objects,n_layers,n_player_objects,n_rule_groups,n_rules_compiled,n_late_groups,n_late_rules_compiled,n_rule_sources,n_random_rules,n_rules_with_commands,n_rules_ellipsis,rigid,has_loop,pattern_max_cells,pattern_mean_cells,pattern_max_rows,rep_moves,rep_creates,rep_clears,n_winconditions,win_no,win_some,win_all,win_on,n_levels,level_mean_area,level_max_area,n_collision_layers,mean_solution_len,max_solution_len,mean_search_iters,frac_solved
Eyes_On_You,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,11.0,3.0,1.0,7.0,32.0,0.0,0.0,7.0,0.0,32.0,16.0,0.0,0.0,3.0,2.875,1.0,20.0,64.0,76.0,3.0,0.0,0.0,3.0,3.0,2.0,95.5,110.0,3.0,12.0,13,286.5,1.0
FACED,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,1.0,5.0,14.0,5.0,1.0,17.0,71.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,8.0,4.943661971830986,1.0,68.0,90.0,91.0,1.0,1.0,0.0,0.0,1.0,26.0,98.0,98.0,5.0,5.166666666666667,12,5978.846153846154,0.23076923076923078
FS_Game_Dev_Workshop,15.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,19.0,4.0,1.0,13.0,45.0,2.0,2.0,15.0,0.0,2.0,16.0,0.0,0.0,3.0,2.234042553191489,1.0,85.0,63.0,63.0,2.0,0.0,0.0,2.0,2.0,1.0,576.0,576.0,4.0,0.0,0,5000.0,0.0
FULL_CIRCLE,24.0,16.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,5.0,13.0,32.0,3.0,1.0,4.0,96.0,16.0,40.0,24.0,0.0,0.0,0.0,1.0,0.0,2.0,1.9411764705882353,1.0,192.0,88.0,88.0,1.0,1.0,0.0,0.0,1.0,8.0,54.0,64.0,3.0,0.0,0,0.0,0.0
Fabric,42.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,26.0,11.0,2.0,26.0,68.0,16.0,34.0,42.0,0.0,12.0,0.0,0.0,0.0,2.0,1.626865671641791,2.0,53.0,135.0,154.0,5.0,2.0,0.0,3.0,5.0,13.0,54.38461538461539,90.0,11.0,25.875,99,7523.538461538462,0.6153846153846154
Fall_Leaves_,27.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,10.0,16.0,6.0,3.0,10.0,19.0,17.0,17.0,27.0,0.0,2.0,2.0,0.0,1.0,4.0,1.6944444444444444,1.0,30.0,28.0,31.0,1.0,0.0,0.0,1.0,1.0,7.0,97.14285714285714,117.0,6.0,0.0,0,15571.42857142857,0.0
Fallow_Land,25.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,9.0,18.0,12.0,1.0,8.0,29.0,17.0,17.0,25.0,0.0,6.0,0.0,0.0,1.0,2.0,1.565217391304348,1.0,32.0,51.0,57.0,1.0,0.0,0.0,1.0,1.0,14.0,46.357142857142854,70.0,12.0,10.0,10,26862.571428571428,0.14285714285714285
Fast_Forward,16.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,23.0,6.0,1.0,10.0,22.0,6.0,6.0,16.0,0.0,6.0,0.0,0.0,0.0,5.0,1.4285714285714286,4.0,29.0,50.0,52.0,2.0,0.0,0.0,2.0,2.0,15.0,99.0,99.0,6.0,12.4,23,4159.2,0.6666666666666666
Feed_Me_Through_A_Straw,82.0,61.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,14.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,37.0,0.0,9.0,86.0,6.0,7.0,21.0,145.0,61.0,61.0,82.0,1.0,182.0,0.0,0.0,0.0,2.0,1.932367149758454,2.0,19.0,363.0,367.0,1.0,0.0,1.0,0.0,1.0,31.0,141.0,528.0,6.0,11.666666666666666,34,5071.4838709677415,0.1935483870967742
Festive_Lights,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,18.0,5.0,15.0,8.0,4.0,13.0,13.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,1.0,2.0,1.2857142857142858,2.0,2.0,14.0,17.0,1.0,1.0,0.0,0.0,1.0,10.0,45.0,77.0,8.0,12.0,14,19619.5,0.3
Fi_&_BOXES!!!,69.0,29.0,3.0,0.0,0.0,1.0,21.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,46.0,52.0,6.0,61.0,16.0,8.0,40.0,66.0,29.0,58.0,69.0,4.0,18.0,2.0,0.0,1.0,11.0,2.066666666666667,3.0,17.0,212.0,262.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,77.0,16.0,0.0,0,5000.0,0.0
Filler,422.0,338.0,0.0,0.0,48.0,48.0,266.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,11.0,40.0,11.0,76.0,39.0,2.0,84.0,145.0,338.0,484.0,422.0,0.0,110.0,0.0,0.0,1.0,3.0,2.0236220472440944,2.0,24.0,1155.0,1160.0,2.0,1.0,0.0,1.0,2.0,60.0,84.96666666666667,289.0,39.0,18.0,27,4204.883333333333,0.16666666666666666
Find_Girlfriend!,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,7.0,4.0,1.0,2.0,8.0,2.0,5.0,4.0,0.0,13.0,0.0,0.0,0.0,2.0,1.9230769230769231,1.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,46.13333333333333,56.0,4.0,4.4,7,9.466666666666667,1.0
Fireproof_bomber,94.0,42.0,0.0,0.0,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,0.0,14.0,95.0,7.0,2.0,52.0,85.0,42.0,173.0,94.0,0.0,88.0,0.0,0.0,0.0,2.0,1.2230483271375465,2.0,8.0,272.0,281.0,1.0,0.0,1.0,0.0,1.0,5.0,87.2,121.0,7.0,0.0,0,11000.0,0.0
Fish_Friend,209.0,100.0,0.0,0.0,6.0,0.0,100.0,22.0,114.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,24.0,2.0,5.0,3.0,23.0,0.0,0.0,0.0,15.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,4.0,135.0,41.0,12.0,109.0,264.0,78.0,175.0,209.0,0.0,221.0,8.0,0.0,0.0,8.0,1.349924585218703,4.0,35.0,318.0,542.0,0.0,0.0,0.0,0.0,0.0,57.0,400.7543859649123,448.0,41.0,10.0,10,172.8421052631579,0.017543859649122806
Five_Pulloban_Puzzles,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,5.0,18.0,13.0,1.0,5.0,11.0,18.0,28.0,23.0,0.0,3.0,0.0,0.0,0.0,2.0,1.2962962962962963,2.0,16.0,64.0,70.0,1.0,1.0,0.0,0.0,1.0,1.0,550.0,550.0,13.0,0.0,0,2000.0,0.0
Flash_Point__Fire_Rescue,238.0,0.0,8.0,0.0,0.0,1.0,108.0,1.0,51.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,57.0,2.0,36.0,0.0,0.0,0.0,30.0,2.0,6.0,0.0,25.0,89.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,181.0,45.0,20.0,210.0,8.0,1.0,237.0,843.0,0.0,0.0,238.0,10.0,194.0,4.0,0.0,1.0,13.0,1.6881944444444446,4.0,92.0,1651.0,1979.0,3.0,1.0,2.0,0.0,3.0,4.0,544.0,544.0,8.0,0.0,0,1000.0,0.0
Flippin'_Ladybug,75.0,6.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,1.0,2.0,30.0,4.0,1.0,69.0,69.0,6.0,6.0,75.0,0.0,0.0,0.0,0.0,1.0,2.0,1.64,1.0,100.0,99.0,99.0,2.0,0.0,0.0,2.0,2.0,6.0,128.33333333333334,154.0,4.0,0.0,0,18166.666666666668,0.0
Flipush__An_Exciting_Square_Game,42.0,14.0,4.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,15.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,9.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,8.0,33.0,10.0,2.0,28.0,216.0,14.0,18.0,42.0,4.0,181.0,0.0,0.0,0.0,5.0,1.5661764705882353,2.0,47.0,357.0,541.0,3.0,1.0,1.0,1.0,3.0,6.0,196.0,196.0,10.0,0.0,0,2000.0,0.0
Flood,12.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,7.0,11.0,3.0,1.0,12.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,2.0,16.0,30.0,32.0,2.0,1.0,1.0,0.0,2.0,9.0,139.88888888888889,240.0,3.0,14.0,45,4439.111111111111,0.6666666666666666
Floor_Painter,31.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,7.0,23.0,5.0,3.0,10.0,28.0,21.0,102.0,31.0,0.0,3.0,0.0,0.0,0.0,2.0,1.976923076923077,1.0,12.0,219.0,223.0,4.0,0.0,0.0,4.0,4.0,12.0,60.916666666666664,81.0,5.0,11.5,25,3638.0833333333335,0.8333333333333334
Flower_Bed,127.0,54.0,0.0,0.0,0.0,0.0,48.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,2.0,38.0,17.0,1.0,73.0,118.0,54.0,57.0,127.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7542857142857142,1.0,0.0,238.0,299.0,1.0,0.0,0.0,1.0,1.0,24.0,82.83333333333333,136.0,17.0,8.75,14,2451.7083333333335,0.3333333333333333
Flower_Dance,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,8.0,6.0,1.0,6.0,9.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,2.0,1.4444444444444444,1.0,4.0,8.0,12.0,2.0,0.0,1.0,1.0,2.0,1.0,2058.0,2058.0,6.0,0.0,0,2000.0,0.0
Flying_Kick,46.0,7.0,9.0,0.0,1.0,0.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,10.0,32.0,5.0,10.0,39.0,49.0,7.0,7.0,46.0,9.0,42.0,0.0,0.0,0.0,2.0,1.6440677966101696,2.0,4.0,74.0,84.0,1.0,0.0,1.0,0.0,1.0,16.0,151.0625,240.0,5.0,18.454545454545453,30,2520.1875,0.6875
Footprint_Puzzle_,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,4.0,1.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,16.0,24.0,24.0,3.0,2.0,0.0,1.0,3.0,4.0,140.0,140.0,4.0,12.0,21,8368.0,0.5
Forest_Road,85.0,24.0,1.0,0.0,4.0,4.0,53.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,39.0,10.0,2.0,50.0,6.0,1.0,61.0,87.0,24.0,24.0,85.0,1.0,4.0,0.0,0.0,1.0,2.0,1.4927536231884058,3.0,50.0,132.0,152.0,0.0,0.0,0.0,0.0,0.0,10.0,160.0,260.0,6.0,0.0,0,3300.0,0.0
Forest_of_Tizenhat,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,6.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,47.0,31.0,12.0,76.0,20.0,2.0,34.0,117.0,17.0,352.0,51.0,0.0,25.0,0.0,0.0,0.0,6.0,1.8071570576540756,5.0,102.0,830.0,861.0,1.0,0.0,1.0,0.0,1.0,18.0,43.94444444444444,70.0,20.0,14.181818181818182,19,1571.888888888889,0.6111111111111112
Forever_Hallway,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,1.0,4.0,16.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,3.5,1.0,8.0,32.0,44.0,1.0,0.0,0.0,1.0,1.0,2.0,290.0,400.0,3.0,17.0,20,81.0,1.0
Four-room_tilt_mazes,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,0.0,2.0,16.0,4.0,4.0,3.0,12.0,3.0,4.0,6.0,0.0,8.0,0.0,0.0,0.0,4.0,2.875,1.0,16.0,6.0,14.0,1.0,1.0,0.0,0.0,1.0,3.0,1024.0,1024.0,4.0,29.666666666666668,33,59.333333333333336,1.0
Four_Colour_Theorem,64.0,0.0,2.0,0.0,0.0,0.0,47.0,18.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,12.0,6.0,1.0,46.0,68.0,0.0,0.0,64.0,5.0,0.0,0.0,0.0,1.0,2.0,1.6538461538461537,2.0,75.0,120.0,125.0,1.0,1.0,0.0,0.0,1.0,3.0,90.33333333333333,192.0,6.0,0.0,0,5333.333333333333,0.0
Fox_Cave_v0.32_(this_version_added_Demon),67.0,2.0,0.0,0.0,4.0,0.0,11.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,35.0,9.0,15.0,32.0,6.0,1.0,64.0,172.0,2.0,2.0,66.0,0.0,47.0,8.0,0.0,0.0,4.0,1.937142857142857,2.0,29.0,264.0,296.0,2.0,1.0,0.0,1.0,2.0,11.0,131.0909090909091,247.0,6.0,6.0,11,8736.727272727272,0.18181818181818182
Fractured_Identity,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,7.0,9.0,18.0,7.0,2.0,12.0,30.0,1.0,1.0,13.0,0.0,3.0,0.0,0.0,0.0,2.0,1.4102564102564104,2.0,23.0,42.0,43.0,2.0,1.0,0.0,1.0,2.0,11.0,82.0909090909091,121.0,7.0,22.0,31,10120.454545454546,0.45454545454545453
Freeform_Bal_Ru's_Curse,33.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,4.0,13.0,5.0,1.0,33.0,94.0,0.0,0.0,33.0,16.0,4.0,0.0,0.0,0.0,4.0,1.7328244274809161,2.0,57.0,167.0,199.0,1.0,0.0,0.0,1.0,1.0,1.0,36.0,36.0,5.0,0.0,0,24000.0,0.0
Frogbike__Magnet_Hero,51.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,20.0,3.0,1.0,51.0,66.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,86.0,132.0,132.0,1.0,0.0,1.0,0.0,1.0,2.0,134.0,187.0,3.0,19.0,19,7402.0,0.5
Fruit_Ghost,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,3.0,1.0,7.0,18.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,4.0,2.2222222222222223,1.0,16.0,27.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,63.0,63.0,3.0,7.0,7,88.0,1.0
Futuristic_Block_Pushing_Game,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,81.0,81.0,3.0,0.0,0,22000.0,0.0
GASP,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0,9.0,3.0,1.0,9.0,21.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,1.9523809523809523,1.0,0.0,41.0,41.0,1.0,1.0,0.0,0.0,1.0,3.0,38.666666666666664,64.0,3.0,16.0,16,38351.0,0.3333333333333333
GDD301_Demo_Game,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,7.0,3.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,16.0,16.0,2.0,0.0,0.0,2.0,2.0,5.0,67.6,100.0,3.0,9.0,13,851.8,0.8
GDD301_Game,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,9.0,7.0,1.0,6.0,15.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,1.6666666666666667,2.0,12.0,19.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,98.9,176.0,7.0,9.6,21,19.3,1.0
GDD301_Lab_010_,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,14.0,7.0,1.0,6.0,21.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,4.0,2.5238095238095237,1.0,24.0,45.0,45.0,1.0,0.0,0.0,1.0,1.0,10.0,229.3,390.0,7.0,17.25,26,8238.2,0.4
Game_101,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1.0,4.0,12.0,5.0,1.0,5.0,18.0,3.0,7.0,8.0,0.0,0.0,8.0,0.0,0.0,3.0,2.0344827586206895,2.0,32.0,41.0,47.0,7.0,1.0,0.0,6.0,7.0,7.0,39.42857142857143,63.0,5.0,4.857142857142857,8,66.71428571428571,1.0
Game_Loading,32.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,8.0,31.0,20.0,1.0,28.0,44.0,4.0,6.0,32.0,1.0,10.0,0.0,0.0,0.0,2.0,1.34375,4.0,4.0,52.0,69.0,2.0,2.0,0.0,0.0,2.0,3.0,166.33333333333334,224.0,20.0,21.0,28,5723.0,0.6666666666666666
